Unnamed: 0,images,type
,images/alopecia_18.jpg,type_7
,images/alopecia_33.jpg,type_7
,images/alopecia_55.jpeg,type_7
,images/alopecia_30.jpeg,type_7
,images/injerto-capilar-1-mes-.jpg,type_7
,images/alopecia_17.jpg,type_7
,images/alopecia_80.jpg,type_7
,images/alopecia_64.jpg,type_7
,images/alopecia_55.png,type_7
,images/alopecia_39.jpg,type_7
,images/alopecia_74.jpg,type_7
,images/alopecia_58.jpg,type_7
,images/615efe5f2c753.r_d.1100-951-5650.jpeg,type_7
,images/alopecia_46.jpg,type_7
,images/alopecia_75.jpeg,type_7
,images/alopecia_1.jpeg,type_7
,images/alopecia_80.jpeg,type_7
,images/alopecia_21.jpg,type_7
,images/alopecia_61.jpg,type_7
,images/alopecia_77.jpg,type_7
,images/alopecia_41.jpg,type_7
,images/alopecia_38.jpg,type_7
,images/alopecia_0.jpg,type_7
,images/alopecia_48.jpg,type_7
,images/alopecia_27.jpg,type_7
,images/alopecia_69.jpg,type_7
,images/alopecia_12.jpg,type_7
,images/alopecia_45.jpeg,type_7
,images/alopecia_21.png,type_7
,images/alopecia_37.jpg,type_7
,images/alopecia_2.jpg,type_7
,images/alopecia_72.jpeg,type_7
,images/alopecia_5.jpg,type_7
,images/alopecia_95.jpg,type_7
,images/alopecia_94.jpg,type_7
,images/alopecia_42.jpg,type_7
,images/alopecia_15.png,type_7
,images/alopecia_36.jpg,type_7
,images/images (1).jpg,type_7
,images/alopecia_44.jpeg,type_7
,images/alopecia_26.jpeg,type_7
,images/alopecia_91.jpg,type_7
,images/alopecia_82.jpg,type_7
,images/alopecia_63.jpg,type_7
,images/alopecia_35.jpeg,type_7
,images/alopecia_14.jpg,type_7
,images/alopecia_93.jpg,type_7
,images/alopecia_49.jpg,type_7
,images/alopecia_23.jpg,type_7
,images/alopecia_25.jpg,type_7
,images/alopecia_43.png,type_7
,images/alopecia_16.jpg,type_7
,images/alopecia_88.jpg,type_7
,images/alopecia_44.jpg,type_7
,images/alopecia_15.jpg,type_7
,images/alopecia_68.jpg,type_7
,images/alopecia_79.jpg,type_7
,images/alopecia_67.jpg,type_7
,images/alopecia_78.jpeg,type_7
,images/alopecia_73.jpg,type_7
,images/alopecia_56.jpg,type_7
,images/alopecia_86.jpg,type_7
,images/alopecia_84.png,type_7
,images/alopecia_71.jpg,type_7
,images/alopecia_47.png,type_7
,images/alopecia_40.jpg,type_7
,images/alopecia_83.jpg,type_7
,images/alopecia_4.png,type_7
,images/alopecia_29.png,type_7
,images/alopecia_51.jpg,type_7
,images/alopecia_30.jpg,type_7
,images/alopecia_70.jpg,type_7
,images/alopecia_60.jpg,type_7
,images/alopecia_11.png,type_7
,images/alopecia_11.jpg,type_7
,images/alopecia_65.jpg,type_7
,images/alopecia_32.jpeg,type_7
,images/alopecia_6.jpg,type_7
,images/alopecia_7.jpg,type_7
,images/alopecia_76.jpg,type_7
,images/alopecia_72.jpg,type_7
,images/alopecia_50.jpg,type_7
,images/alopecia_54.png,type_7
,images/alopecia_97.jpg,type_7
,images/alopecia_45.png,type_7
,images/alopecia_31.jpg,type_7
,images/alopecia_27.jpeg,type_7
,images/alopecia_22.jpg,type_7
,images/alopecia_34.jpg,type_7
,images/alopecia_78.jpg,type_7
,images/alopecia_54.jpeg,type_7
,images/alopecia_95.png,type_7
,images/alopecia_9.jpg,type_7
,images/alopecia_47.jpg,type_7
,images/alopecia_28.jpg,type_7
,images/alopecia_3.jpg,type_7
,images/alopecia_71.jpeg,type_7
,images/alopecia_66.jpg,type_7
,images/alopecia_19.jpg,type_7
,images/alopecia_13.jpg,type_7
,images/alopecia_10.jpg,type_7
,images/alopecia_46.png,type_7
,images/alopecia_8.jpg,type_7
,images/calvo-medio.jpg,type_7
,images/alopecia_76.jpeg,type_7
,images/alopecia_81.jpeg,type_7
,images/alopecia_75.jpg,type_7
,images/alopecia_13.png,type_7
,images/alopecia_52.jpg,type_7
,images/alopecia_79.jpeg,type_7
,images/alopecia_98.png,type_7
,images/alopecia_89.png,type_7
,images/alopecia_43.jpg,type_7
